Name,Size,Type,Align.,Law vs. Chaos Align.,Good vs. Bad Align.,AC,HP,STR,DEX,CON,INT,WIS,CHA,CR,Source Book,Primary Language,Languages Spoken,Ground Speed,Fly Speed,Burrow Speed,Climb Speed,Swim Speed,Acrobatics,Animal Handling,Arcana,Athletics,Deception,History,Insight,Intimidation,Investigation,Medicine,Nature,Perception,Performance,Persuasion,Religion,Sleight of Hand,Stealth,Survival,grappledimmu,radiantimmu,fireres,restrainedimmu,nonsilveredimmu,spellres,nonmagicalres,piercingres,charmedimmu,necroticres,radiantweak,magicalres,acidimmu,thunderimmu,bludgeoningweak,psychicweak,forceimmu,blindedimmu,nonsilveredres,nonadamantineimmu,necroticimmu,slashingimmu,radiantres,nonmagicalimmu,unconsciousimmu,frightenedimmu,bludgeoningres,paralyzedimmu,lightningres,coldres,psychicimmu,lightningimmu,coldweak,nonadamantineres,stunnedimmu,thunderweak,psychicres,fireimmu,poisonres,poisonedres,darknessres,deafenedimmu,exhaustionimmu,slashingres,poisonedimmu,coldimmu,proneimmu,thunderres,fireweak,poisonimmu,magicalpiercingweak,acidres,petrifiedimmu,darkvision,blindsight,tremorsense,truesight
"Dragon, Chromatic, Red, Young",Large,Dragon,CE,C,E,18,178,23,10,21,14,11,19.0,10.0,Monster Manual,Common,2,30,60,0,30,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
"Dragon, Chromatic, White, Adult",Huge,Dragon,CE,C,E,18,200,22,10,22,8,12,12.0,13.0,Monster Manual,Common,2,40,80,30,0,40,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
"Dragon, Chromatic, White, Ancient",Gargantuan,Dragon,CE,C,E,20,333,26,10,26,10,13,14.0,20.0,Monster Manual,Common,2,40,80,40,0,40,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
"Dragon, Chromatic, White, Wyrmling",Medium,Dragon,CE,C,E,16,32,14,10,14,5,10,11.0,2.0,Monster Manual,Draconic,1,30,60,15,0,30,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
"Dragon, Chromatic, White, Young",Large,Dragon,CE,C,E,14,133,18,10,18,6,11,12.0,6.0,Monster Manual,Common,2,40,80,20,0,40,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
"Dragon, Metallic, Brass, Adult",Huge,Dragon,CG,C,G,18,172,23,10,21,14,13,17.0,13.0,Monster Manual,Common,2,40,80,30,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
"Dragon, Metallic, Brass, Ancient",Gargantuan,Dragon,CG,C,G,20,297,27,10,25,16,15,19.0,20.0,Monster Manual,Common,2,40,80,40,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
"Dragon, Metallic, Brass, Wyrmling",Medium,Dragon,CG,C,G,16,16,15,10,13,10,11,13.0,1.0,Monster Manual,Draconic,1,30,60,15,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
"Dragon, Metallic, Brass, Young",Large,Dragon,CG,C,G,17,110,19,10,17,12,11,15.0,6.0,Monster Manual,Common,2,40,80,20,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
"Dragon, Metallic, Bronze, Adult",Huge,Dragon,LG,L,G,19,212,25,10,23,16,15,19.0,15.0,Monster Manual,Common,2,40,80,0,0,40,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
"Dragon, Metallic, Bronze, Ancient",Gargantuan,Dragon,LG,L,G,22,444,29,10,27,18,17,21.0,22.0,Monster Manual,Common,2,40,80,0,0,40,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
"Dragon, Metallic, Bronze, Wyrmling",Medium,Dragon,LG,L,G,17,32,17,10,15,12,11,15.0,2.0,Monster Manual,Draconic,1,30,60,0,0,30,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
"Dragon, Metallic, Bronze, Young",Large,Dragon,LG,L,G,18,142,21,10,19,14,13,17.0,8.0,Monster Manual,Common,2,40,80,0,0,40,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
"Dragon, Metallic, Copper, Adult",Huge,Dragon,CG,C,G,18,184,23,12,21,18,15,17.0,14.0,Monster Manual,Common,2,40,80,0,40,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
"Dragon, Metallic, Copper, Ancient",Gargantuan,Dragon,CG,C,G,21,350,27,12,25,20,17,19.0,21.0,Monster Manual,Common,2,40,80,0,40,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
"Dragon, Metallic, Copper, Wyrmling",Medium,Dragon,CG,C,G,16,22,15,12,13,14,11,13.0,1.0,Monster Manual,Draconic,1,30,60,0,30,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
"Dragon, Metallic, Copper, Young",Large,Dragon,CG,C,G,17,119,19,12,17,16,13,15.0,7.0,Monster Manual,Common,2,40,80,0,40,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
"Dragon, Metallic, Gold, Adult",Huge,Dragon,LG,L,G,19,256,27,14,25,16,15,24.0,17.0,Monster Manual,Common,2,40,80,0,0,40,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
"Dragon, Metallic, Gold, Ancient",Gargantuan,Dragon,LG,L,G,22,546,30,14,29,18,17,28.0,24.0,Monster Manual,Common,2,40,80,0,0,40,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
"Dragon, Metallic, Gold, Wyrmling",Medium,Dragon,LG,L,G,17,60,19,14,17,14,11,16.0,3.0,Monster Manual,Draconic,1,30,60,0,0,30,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
"Dragon, Metallic, Gold, Young",Large,Dragon,LG,L,G,18,178,23,14,21,16,13,20.0,10.0,Monster Manual,Common,2,40,80,0,0,40,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
"Dragon, Metallic, Silver, Adult",Huge,Dragon,LG,L,G,19,243,27,10,25,16,13,21.0,16.0,Monster Manual,Common,2,40,80,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
"Dragon, Metallic, Silver, Ancient",Gargantuan,Dragon,LG,L,G,22,487,30,10,29,18,15,23.0,23.0,Monster Manual,Common,2,40,80,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
"Dragon, Metallic, Silver, Wyrmling",Medium,Dragon,LG,L,G,17,45,19,10,17,12,11,15.0,2.0,Monster Manual,Draconic,1,30,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
"Dragon, Metallic, Silver, Young",Large,Dragon,LG,L,G,18,168,23,10,21,14,11,19.0,9.0,Monster Manual,Common,2,40,80,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
"Dragon, Turtle",Gargantuan,Dragon,N,N,N,20,341,25,10,20,10,12,12.0,17.0,Monster Manual,Aquan,2,20,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Dragonclaw,Medium,Humanoid,NE,N,E,14,16,9,16,13,11,10,12.0,1.0,Hoard of the Dragon Queen,Common,2,30,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dragonfang,Medium,Humanoid,NE,N,E,15,78,11,16,14,12,12,14.0,5.0,Rise of Tiamat,Common,3,30,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Dragonsoul,Medium,Humanoid,NE,N,E,16,110,11,18,14,13,12,16.0,7.0,Rise of Tiamat,Common,3,30,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Dragonwing,Medium,Humanoid,NE,N,E,14,32,9,16,13,11,10,12.0,2.0,Hoard of the Dragon Queen,Common,2,30,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dread Warrior,Medium,Undead,NE,N,E,18,37,15,11,16,10,12,10.0,1.0,Tales from the Yawning Portal,Common,1,30,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0
Drider,Large,Monstrosity,CE,C,E,19,123,16,16,18,13,14,12.0,6.0,Monster Manual,Elvish,2,30,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Drow,Medium,Humanoid,NE,N,E,15,13,10,14,10,11,11,12.0,0.25,Monster Manual,Elvish,2,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Drow Arachnomancer,Medium,Humanoid,CE,C,E,15,162,11,17,14,19,14,16.0,13.0,Mordenkainen's Tome of Foes,Elvish,3,30,0,0,30,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
Drow Elite Warrior,Medium,Humanoid,NE,N,E,18,71,13,18,14,11,13,12.0,5.0,Monster Manual,Elvish,2,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Drow Favored Consort,Medium,Humanoid,NE,N,E,15,225,15,20,16,18,15,18.0,18.0,Mordenkainen's Tome of Foes,Elvish,2,30,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Drow House Captain,Medium,Humanoid,NE,N,E,16,162,14,19,15,12,14,13.0,9.0,Mordenkainen's Tome of Foes,Elvish,2,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Drow Inquisitor,Medium,Humanoid,NE,N,E,16,143,11,15,14,16,21,20.0,14.0,Mordenkainen's Tome of Foes,Elvish,2,30,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Drow Mage,Medium,Humanoid,NE,N,E,12,45,9,14,10,17,13,12.0,7.0,Monster Manual,Elvish,2,30,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Drow Matron Mother,Medium,Humanoid,NE,N,E,17,262,12,18,16,17,21,22.0,20.0,Mordenkainen's Tome of Foes,Elvish,2,30,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
Drow Priestess of Lolth,Medium,Humanoid,NE,N,E,16,71,10,14,12,13,17,18.0,8.0,Monster Manual,Elvish,2,30,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Drow Shadowblade,Medium,Humanoid,NE,N,E,17,150,14,21,16,12,14,13.0,11.0,Mordenkainen's Tome of Foes,Elvish,2,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Dryad,Medium,Fey,N,N,N,11,22,1,12,11,14,15,18.0,1.0,Monster Manual,Elvish,2,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Duergar,Medium,Humanoid,LE,L,E,16,26,14,11,14,11,10,9.0,1.0,Monster Manual,Dwarvish,2,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Duergar Darkhaft,Medium,Humanoid,LE,L,E,16,26,14,11,14,11,10,9.0,2.0,Out of the Abyss,Dwarvish,2,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Duergar Despot,Medium,Humanoid,LE,L,E,21,119,20,5,19,15,14,13.0,12.0,Mordenkainen's Tome of Foes,Dwarvish,2,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0
Duergar Hammerer,Medium,Humanoid,LE,L,E,17,33,17,7,12,5,5,5.0,2.0,Mordenkainen's Tome of Foes,Dwarvish,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0
Duergar Kavalrachni,Medium,Humanoid,LE,L,E,16,26,14,11,14,11,10,9.0,2.0,Mordenkainen's Tome of Foes,Dwarvish,2,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Duergar Keeper of the Flame,Medium,Humanoid,LE,L,E,16,26,14,11,14,11,10,9.0,2.0,Out of the Abyss,Dwarvish,2,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Duergar Mind Master,Medium,Humanoid,LE,L,E,14,39,11,17,14,15,10,12.0,2.0,Mordenkainen's Tome of Foes,Dwarvish,2,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
Duergar Screamer,Medium,Construct,LE,L,E,15,38,18,7,12,5,5,5.0,3.0,Mordenkainen's Tome of Foes,Dwarvish,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0
Duergar Soulblade,Medium,Humanoid,LE,L,E,14,18,11,16,10,11,10,12.0,1.0,Mordenkainen's Tome of Foes,Dwarvish,2,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Duergar Spy,Medium,Humanoid,LE,L,E,15,33,10,16,12,12,10,13.0,2.0,Tales from the Yawning Portal,Dwarvish,2,25,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Duergar Stone Guard,Medium,Humanoid,LE,L,E,18,39,18,11,14,11,10,9.0,2.0,Mordenkainen's Tome of Foes,Dwarvish,2,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Duergar Warlord,Medium,Humanoid,LE,L,E,20,75,18,11,17,12,12,14.0,6.0,Mordenkainen's Tome of Foes,Dwarvish,2,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Duergar Xarrorn,Medium,Humanoid,LE,L,E,18,26,16,11,14,11,10,9.0,2.0,Mordenkainen's Tome of Foes,Dwarvish,2,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Eblis,Large,Monstrosity,NE,N,E,13,26,11,16,12,12,14,11.0,1.0,Tomb of Annihilation,Auran,2,30,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eidolon,Medium,Undead,ANY,,,9,63,7,8,9,14,19,16.0,12.0,Mordenkainen's Tome of Foes,Any,1,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,0,1,1,1,0,0,0
